"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF_plus_sg_l","Conc_JQ1_FCPF_minus_sg_l","Fold","p.value","FDR"
"196","chr20",62530677,62531077,401,"*",6.57703199328937,5.96451430407886,7.00565220533193,-0.00477781762521957,0.0433598062245599,0.926981708340742
"197","chr19",29715218,29715618,401,"*",6.89131944395865,6.27169852950997,7.32337883985587,-0.00474519492521743,0.0434930856680929,0.926981708340742
"198","chr16",46689569,46689969,401,"*",5.45491003797255,4.79209066772957,5.90735501810489,-0.00447343400920522,0.0436256267897073,0.926981708340742
"199","chr15",84980677,84981077,401,"*",6.51105275483678,5.95080608569961,6.91357171903582,-0.00516216071983567,0.0436960733322601,0.926981708340742
"200","chr11",118910541,118910941,401,"*",6.46460824074246,5.90249551099159,6.8680836931015,-0.00514669827423272,0.043728928011322,0.926981708340742
"201","chr16",1379145,1379545,401,"*",6.87322936065948,6.28135981160466,7.29170802298264,-0.00492420851370154,0.0438418533477868,0.926981708340742
"202","chr1",2314495,2314895,401,"*",5.65434171488328,5.02406259136646,6.09151467585924,-0.00464352404686266,0.0438693940241857,0.926981708340742
"203","chr1",162380713,162381113,401,"*",6.39441434465786,5.83859060085459,6.79465875371552,-0.00520113553276706,0.0438934235570091,0.926981708340742
"204","chr1",156662080,156662480,401,"*",6.4353163669261,5.87177657038632,6.83952203067587,-0.00509583185160616,0.0443369996779144,0.926981708340742
"205","chr13",26222020,26222420,401,"*",6.79335594340067,6.22032656039191,7.20238966467401,-0.00503013181949128,0.0446258902924391,0.926981708340742
"206","chr17",78269535,78269935,401,"*",6.21198388219016,5.60981621383902,6.63554762809056,-0.00477961202019217,0.0447543631997821,0.926981708340742
"207","chr7",74851167,74851567,401,"*",5.94664458203921,5.35242409381259,6.36628889125945,-0.00486188366602752,0.0449589888616208,0.926981708340742
"208","chrX",97200530,97200930,401,"*",5.33945341844204,4.57719465618829,5.8355858859728,-0.00389707365256553,0.0450635785489255,0.926981708340742
"209","chr2",215312053,215312453,401,"*",5.91494974535146,5.32472992814838,6.33260873597271,-0.00490908109639746,0.0451529649041942,0.926981708340742
"210","chr4",15002435,15002835,401,"*",6.05936697936812,5.50260650590223,6.46009399746819,-0.00514594424821061,0.0451725471414746,0.926981708340742
"211","chr15",55993287,55993687,401,"*",6.37097479148184,5.76432743063871,6.79673370529407,-0.00475412896712219,0.0451901071902725,0.926981708340742
"212","chr11",62601292,62601692,401,"*",6.55188726525234,5.96625229403476,6.96726088227118,-0.00487979348802877,0.0454331824700283,0.926981708340742
"213","chr2",159286914,159287314,401,"*",6.98134919900294,6.309241594866,7.43806159908456,-0.00432738219352855,0.0458814322016404,0.926981708340742
"214","chr11",66371060,66371460,401,"*",6.57249264995663,6.02366686774781,6.96911658939302,-0.0051406142887061,0.0461986005984317,0.926981708340742
"215","chr17",81471732,81472132,401,"*",6.14850841392455,5.60112444816056,6.54438309594239,-0.00517240522696854,0.0462884695470855,0.926981708340742
"216","chr17",30291794,30292194,401,"*",5.99821294507275,5.4374734760842,6.40098468595725,-0.00502385549062864,0.0465629352240286,0.926981708340742
"217","chr15",28885724,28886124,401,"*",6.41477559486606,5.87001662198972,6.80928324108329,-0.00517696574494883,0.0465725888299172,0.926981708340742
"218","chr15",83206791,83207191,401,"*",6.05451090042888,5.49311773805293,6.45761774521964,-0.00501830755876558,0.0466675696059606,0.926981708340742
"219","chr15",45166830,45167230,401,"*",6.88790595423404,6.23849999926522,7.33411689111064,-0.00443305382922747,0.0466694866071358,0.926981708340742
"220","chr8",115668528,115668928,401,"*",6.27857661856167,5.73204404543811,6.6740083292983,-0.00514803478363605,0.0467175712018933,0.926981708340742
"221","chr3",157115386,157115786,401,"*",6.71546672566892,6.0780387986673,7.15603837271063,-0.00448293278716408,0.0467782116768809,0.926981708340742
"222","chr10",119725424,119725824,401,"*",6.35691205547346,5.79785750121184,6.75881899584316,-0.00502561144859603,0.0469227641441107,0.926981708340742
"223","chr16",85799633,85800033,401,"*",6.1408804316242,5.55462494240653,6.55656399085448,-0.00479675823044063,0.0469920021180745,0.926981708340742
"224","chr12",27780112,27780512,401,"*",6.20462964120744,5.66043045306035,6.59884527466348,-0.00515981973842861,0.047006085068952,0.926981708340742
"225","chr1",14436354,14436754,401,"*",6.66873454215991,6.07727631822458,7.08700896826155,-0.00477826437405082,0.0470546539505737,0.926981708340742
"226","chr16",50245989,50246389,401,"*",6.02097486704013,5.46135198993345,6.42317367603317,-0.0050192084541251,0.0472951385200139,0.926981708340742
"227","chr18",55893144,55893544,401,"*",5.57772879634091,4.92384110662352,6.02603212609396,-0.00440035916686819,0.0473156707817822,0.926981708340742
"228","chr19",34920412,34920812,401,"*",6.48087868319596,5.80119413708929,6.94104272498762,-0.00421899786297882,0.0474776360161933,0.926981708340742
"229","chrX",97309498,97309898,401,"*",5.48345723715828,4.7598509983919,5.96312053826309,-0.00396948989310589,0.0476753705489006,0.926981708340742
"230","chr9",128771825,128772225,401,"*",6.32131054008124,5.78386438663071,6.71198980947883,-0.00516609952958737,0.0477123485934759,0.926981708340742
"231","chr2",204353254,204353654,401,"*",5.69503963967189,5.07490339669949,6.12734756732701,-0.00455259287873175,0.0477156442215096,0.926981708340742
"232","chr10",31133944,31134344,401,"*",5.34779922295361,4.67667405564029,5.8040621418855,-0.00424918536181982,0.0477536510525527,0.926981708340742
"233","chr18",47150331,47150731,401,"*",6.14086770131766,5.55748040339938,6.55511695376986,-0.00478896280946793,0.0478361412524748,0.926981708340742
"234","chr8",143829510,143829910,401,"*",6.01869460736028,5.45524069051608,6.42285635846267,-0.00493896157369754,0.0479044903240411,0.926981708340742
"235","chr20",35743789,35744189,401,"*",6.62163782212696,6.0223929071196,7.04376385365273,-0.00466869903403413,0.0480398725736896,0.926981708340742
"236","chr6",3337700,3338100,401,"*",5.99521077026668,5.40248686560769,6.41411336942902,-0.00469350930166,0.0482042234801816,0.926981708340742
"237","chr4",56467387,56467787,401,"*",6.60303910323256,5.99544698820508,7.02925967666213,-0.00460545379348162,0.0484020605033567,0.926981708340742
"238","chr16",67833589,67833989,401,"*",5.84413854643053,5.26754847464188,6.25497153999388,-0.00481158757136858,0.0486108652564089,0.926981708340742
"239","chr12",12561977,12562377,401,"*",5.97963285304876,5.41198405760196,6.38593495329432,-0.00488005269487609,0.0487462132575713,0.926981708340742
"240","chr10",96043507,96043907,401,"*",5.9191339569836,5.35633735997983,6.32295947151442,-0.00492000614623835,0.0488180333411621,0.926981708340742
"241","chr5",132556932,132557332,401,"*",6.85351306447273,6.28752128449563,7.25897083001945,-0.00488425159517803,0.0489304092812235,0.926981708340742
"242","chrX",77785885,77786285,401,"*",4.8634918437007,4.01498520405219,5.39420256364396,-0.00342516301540356,0.0491115509595919,0.926981708340742
"243","chr11",125569527,125569927,401,"*",6.27047266442754,5.71886187802515,6.66854064858043,-0.00496567318543273,0.0491730368557611,0.926981708340742
"244","chr6",41073241,41073641,401,"*",7.37840907060082,6.71099697819839,7.83296915930846,-0.00422673357134196,0.0492589033986812,0.926981708340742
"245","chr8",102806873,102807273,401,"*",6.79175471779174,6.20122154514587,7.20956950748811,-0.00470292007549655,0.0492760138283918,0.926981708340742
"246","chr7",18175130,18175530,401,"*",6.54125011490127,5.90602842703377,6.98077552040934,-0.00437445278510997,0.0497547295990756,0.926981708340742
"247","chr5",81751298,81751698,401,"*",7.26824116569064,6.61177498669585,7.7177440062685,-0.0042681675139186,0.0497713941616928,0.926981708340742
"248","chr5",69167089,69167489,401,"*",6.33213145272869,5.80073229659139,6.71962258906651,-0.00511006775781399,0.0499950294812439,0.926981708340742
"249","chr9",136587989,136588389,401,"*",5.71780870881244,5.09845878791375,6.14973735759807,-0.00443676339629018,0.0503254201114372,0.926981708340742
"250","chr11",65654132,65654532,401,"*",5.62537519528141,5.01002551959248,6.05536958977896,-0.00446091532202606,0.0504177905111491,0.926981708340742
"251","chr20",34516395,34516795,401,"*",6.44083073137842,5.90740934889049,6.8293903099781,-0.0050648587100095,0.050673420337529,0.926981708340742
"252","chr10",128126361,128126761,401,"*",6.11027389334966,5.5443702217214,6.51568672214884,-0.00479194562160996,0.0507253629092762,0.926981708340742
"253","chr1",248858414,248858814,401,"*",7.49989201750078,6.7976260647578,7.97018821917667,-0.00399580889703583,0.0507841339448879,0.926981708340742
"254","chr14",104677699,104678099,401,"*",6.75549226606792,6.1744390702504,7.16857113327942,-0.00469656992590302,0.0508089226820657,0.926981708340742
"255","chr2",74834864,74835264,401,"*",6.0031857558198,5.44306858884641,6.40563827151848,-0.00487650965208539,0.0508880719710701,0.926981708340742
"256","chr16",30394928,30395328,401,"*",6.51248939158937,5.9495567069704,6.91638453756232,-0.00483893395488988,0.0509193244629149,0.926981708340742
"257","chr19",8321391,8321791,401,"*",7.06271060070402,6.45917779575913,7.48694437602787,-0.00453692529816677,0.0509619780104656,0.926981708340742
"258","chr17",1485911,1486311,401,"*",5.71578609107249,5.08983900011709,6.15088738196241,-0.00436111519672373,0.0510592924863311,0.926981708340742
"259","chr2",73984656,73985056,401,"*",6.48143978248719,5.91898301179127,6.88509137599777,-0.00484095690775106,0.0510953476477454,0.926981708340742
"260","chr16",20766931,20767331,401,"*",6.41432217887197,5.89131651497267,6.79735404154191,-0.00514659659957096,0.0511266114193232,0.926981708340742
"261","chr14",49692996,49693396,401,"*",6.12075337365029,5.52878952146069,6.53927884825107,-0.00457176875548344,0.0512790599601503,0.926981708340742
"262","chr6",164346666,164347066,401,"*",6.87999238239828,6.25292854310663,7.31562860621375,-0.00438330146654977,0.0513359754855026,0.926981708340742
"263","chr20",58981380,58981780,401,"*",6.50573134534117,5.9426019275027,6.90972713551641,-0.00480931847141552,0.05136296552211,0.926981708340742
"264","chr19",2456549,2456949,401,"*",5.66723004472992,5.07413925692042,6.08631457846716,-0.00460161845477601,0.0514041858772025,0.926981708340742
"265","chr10",14837521,14837921,401,"*",5.89627881380113,5.333974239458,6.29985249406833,-0.00480132182811366,0.0515406340969662,0.926981708340742
"266","chrX",3815244,3815644,401,"*",6.64860852893645,6.01785609694577,7.08600727952597,-0.00433044945083288,0.0515921731357616,0.926981708340742
"267","chr19",4066309,4066709,401,"*",6.90424618946193,6.34322865959782,7.30716050121641,-0.00480608884948318,0.0518519785146947,0.926981708340742
"268","chr8",41653696,41654096,401,"*",6.44058440550844,5.83062595761208,6.86795932846329,-0.00446549791950917,0.0518548748907213,0.926981708340742
"269","chr2",144331822,144332222,401,"*",6.86461014983188,6.25184183430439,7.29335213652238,-0.00444210295696808,0.0518604628847126,0.926981708340742
"270","chr3",128076820,128077220,401,"*",6.39822394374184,5.86079918129053,6.78889197117021,-0.00496888126564694,0.051929958440056,0.926981708340742
"271","chr17",8162770,8163170,401,"*",5.64761186392941,5.04204779833044,6.07284086495394,-0.0044830613322581,0.0521070529889102,0.926981708340742
"272","chr14",23294967,23295367,401,"*",6.1638021894676,5.6060056379401,6.56506244892248,-0.00478434002076012,0.0523521531905317,0.926981708340742
"273","chr17",34961146,34961546,401,"*",7.06200606764861,6.46860096193366,7.48124641422028,-0.00455279515896504,0.05253725506602,0.926981708340742
"274","chr19",49085417,49085817,401,"*",6.51319460672071,5.94083519394796,6.92188903337698,-0.00467513055196287,0.052735563005252,0.926981708340742
"275","chr1",208235812,208236212,401,"*",6.40783303193442,5.83759250915211,6.8154528198834,-0.00466671989646998,0.0529121603289066,0.926981708340742
"276","chr2",241315338,241315738,401,"*",6.23487794966972,5.68141572020272,6.63390358153719,-0.00482991686731521,0.0529681956493219,0.926981708340742
"277","chr15",57322631,57323031,401,"*",7.25946606815803,6.60908245162814,7.70613426062307,-0.00418746858907213,0.0531470393871362,0.926981708340742
"278","chr6",53065312,53065712,401,"*",6.33668416673874,5.75641724618239,6.74936813240807,-0.004579174276782,0.0535934733737413,0.926981708340742
"279","chr19",12920304,12920704,401,"*",5.71290672364807,5.051733530006,6.16459118373726,-0.0040770108899725,0.0541858167535197,0.926981708340742
"280","chr12",54081992,54082392,401,"*",6.21830502090793,5.68814086518377,6.60514251842139,-0.00494451886404347,0.0542810256200497,0.926981708340742
"281","chr15",25439169,25439569,401,"*",6.3996996000908,5.77360721609236,6.83487052237329,-0.00426310883579863,0.0543129025766211,0.926981708340742
"282","chr7",50305385,50305785,401,"*",6.15855689852371,5.59333099594129,6.5636239150552,-0.00464617454907228,0.054464386813352,0.926981708340742
"283","chr19",6603737,6604137,401,"*",6.06136619172637,5.52599816990003,6.45095211708588,-0.00491521879607637,0.0544974001096639,0.926981708340742
"284","chr17",78265078,78265478,401,"*",5.88381810066546,5.326656050325,6.28475186836586,-0.00470703889669382,0.05455523976652,0.926981708340742
"285","chr2",177222692,177223092,401,"*",6.32291471545286,5.75794898194777,6.72784892297015,-0.00466803239061939,0.054667376192297,0.926981708340742
"286","chr17",4789958,4790358,401,"*",5.7808974504799,5.2022710042937,6.19275645679597,-0.0045454544806661,0.0547257521521643,0.926981708340742
"287","chr2",100417346,100417746,401,"*",6.00463080196086,5.46498102883094,6.39646681546524,-0.00485613535037541,0.0547556935557389,0.926981708340742
"288","chr8",85177420,85177820,401,"*",5.90938830698516,5.34786807497359,6.31256026503377,-0.00470771269952791,0.054803652339544,0.926981708340742
"289","chr19",1473085,1473485,401,"*",6.14396165299532,5.62077849214287,6.5270882277636,-0.00498019123343327,0.054808006983023,0.926981708340742
"290","chr19",51542267,51542667,401,"*",5.98898834066734,5.44484311811525,6.38317581375568,-0.00479452027534992,0.0548647588125421,0.926981708340742
"291","chr13",28658989,28659389,401,"*",6.38355401130887,5.83433909544508,6.780379973873,-0.0047477640207949,0.0549626721539889,0.926981708340742
"292","chr2",26345438,26345838,401,"*",6.83039770618076,6.23740236348942,7.24943491606722,-0.00445333137432829,0.0549985952068573,0.926981708340742
"293","chr5",65926158,65926558,401,"*",6.99069807388481,6.41918387633869,7.39896411739149,-0.00460225615544103,0.0551053463263302,0.926981708340742
"294","chr15",68277474,68277874,401,"*",6.25026795091517,5.73252840273559,6.63048167140872,-0.00500126407232871,0.0553379512333587,0.926981708340742
"295","chr1",20787187,20787587,401,"*",6.36773821955191,5.78189202401504,6.78321736333768,-0.0044738675854764,0.0554389368739764,0.926981708340742
"296","chrX",40013798,40014198,401,"*",6.16831558969245,5.58680030770762,6.58162638584178,-0.0045559088346843,0.0555927771966791,0.926981708340742
"297","chr12",11798837,11799237,401,"*",6.44386145735134,5.89713288595621,6.83939517929412,-0.00475563667525585,0.0556038477895488,0.926981708340742
"298","chr10",86079044,86079444,401,"*",6.50850083879647,5.92638366296406,6.92211356849831,-0.00448893012754296,0.0556233144597335,0.926981708340742
"299","chr10",132421467,132421867,401,"*",6.82575852080992,6.28481003868179,7.21827500403021,-0.00481021556635112,0.0556496136656093,0.926981708340742
"300","chr2",84970478,84970878,401,"*",5.92526109312911,5.3608667530579,6.32990349331623,-0.00461208923629183,0.0556768620463688,0.926981708340742
"301","chr19",51541522,51541922,401,"*",6.39525335719774,5.88634746279456,6.77070412267527,-0.00504383332635186,0.0563124519325743,0.926981708340742
"302","chr1",110407560,110407960,401,"*",6.83035181712448,6.28825203417059,7.22347075436062,-0.0047658677471372,0.056759435767863,0.926981708340742
"303","chr4",2468421,2468821,401,"*",6.43438067130492,5.92290030325444,6.81122418779587,-0.00496402468578199,0.0574764327376147,0.926981708340742
"304","chr8",144901625,144902025,401,"*",6.5939992100446,6.0525096266483,6.98679893257217,-0.00470924842805418,0.0575812984223506,0.926981708340742
"305","chr12",132887699,132888099,401,"*",5.89714713866264,5.36024004023977,6.287543031908,-0.00475410023968025,0.0577804603578349,0.926981708340742
"306","chr19",1848231,1848631,401,"*",6.43422141347132,5.92468912338051,6.81001140214364,-0.00498193522874416,0.0578530366588035,0.926981708340742
"307","chr19",35269333,35269733,401,"*",6.03180988656813,5.47697041116748,6.4315466824243,-0.00458809280415026,0.0578540688654104,0.926981708340742
"308","chr22",26642829,26643229,401,"*",6.49871225269577,5.94687317052931,6.89689842226975,-0.0046126425758609,0.0578709452662168,0.926981708340742
"309","chr16",12614523,12614923,401,"*",5.17032096079356,4.43138972387142,5.65658938713732,-0.00363705446139976,0.0579179823958807,0.926981708340742
"310","chrX",73944158,73944558,401,"*",6.56138397185075,5.9958505274951,6.96660793318165,-0.00451819692194886,0.0579308179644453,0.926981708340742
"311","chrX",40106293,40106693,401,"*",6.20405785871706,5.65930112077245,6.59856433942069,-0.00465768207980241,0.0579863847111485,0.926981708340742
"312","chr15",55238023,55238423,401,"*",6.35029303295648,5.73553623023965,6.78000007545639,-0.0042122473885078,0.0580587915172319,0.926981708340742
"313","chr2",231707068,231707468,401,"*",6.89686132503471,6.32472992814838,7.30544022291226,-0.00449301199535552,0.0583920187091201,0.926981708340742
"314","chr16",69529670,69530070,401,"*",6.23405311857722,5.72649386934182,6.60877384199921,-0.00497066184024354,0.0584255574016254,0.926981708340742
"315","chr10",84139438,84139838,401,"*",6.43589295898313,5.90559896094774,6.82279921736314,-0.00476064387660371,0.0584568967010232,0.926981708340742
"316","chr16",15988294,15988694,401,"*",6.92616582268316,6.27062587283142,7.37523814377878,-0.00396651132530258,0.0584804302844119,0.926981708340742
"317","chr19",58278896,58279296,401,"*",6.45677091180186,5.9495567069704,6.83130441085852,-0.00498029110715863,0.058591571971129,0.926981708340742
"318","chr12",47759107,47759507,401,"*",6.03245616480984,5.49070463123636,6.42539294696085,-0.00465633060418767,0.0586586144826274,0.926981708340742
"319","chr19",14363520,14363920,401,"*",6.69252491154249,6.17665391837437,7.07173487785589,-0.00487896131784367,0.0587597730761196,0.926981708340742
"320","chrX",3814554,3814954,401,"*",6.18531593815872,5.67617057525097,6.56089641408267,-0.00493685849209125,0.0588727557451953,0.926981708340742
"321","chr13",21176535,21176935,401,"*",6.42562302678887,5.87133678452438,6.82507427515656,-0.00456554951535152,0.0590571688673129,0.926981708340742
"322","chr15",23565575,23565975,401,"*",6.59642888605663,6.02366686774781,7.0053272336504,-0.00444198199644984,0.0590668664483631,0.926981708340742
"323","chr7",100828175,100828575,401,"*",6.10622731517301,5.5794674580598,6.49125860795673,-0.00478099797131678,0.0590916085607347,0.926981708340742
"324","chr3",58842033,58842433,401,"*",5.84369940472674,5.30252009521112,6.23633673427263,-0.00467786956696902,0.0590933968783434,0.926981708340742
"325","chr15",64893585,64893985,401,"*",6.30402200566202,5.78826703880695,6.68316957879419,-0.00489369479928539,0.05919919995774,0.926981708340742
"326","chr22",37561783,37562183,401,"*",6.11993217201467,5.58840666047664,6.50749013523351,-0.00474959389637012,0.0593831551676904,0.926981708340742
"327","chr6",136792395,136792795,401,"*",6.36897313053147,5.86541526295576,6.74151841428656,-0.00495737952559596,0.05958861137846,0.926981708340742
"328","chr2",45610763,45611163,401,"*",6.23787935036856,5.67191675538093,6.64332223153622,-0.00444321565822879,0.0596145477788942,0.926981708340742
"329","chr1",154627657,154628057,401,"*",6.37758034584463,5.80978157002652,6.78395879659706,-0.00443912545336329,0.0597797617846265,0.926981708340742
"330","chr9",136842192,136842592,401,"*",6.38837092362583,5.86178135190731,6.77331169732158,-0.00477812012853961,0.0598058467795726,0.926981708340742
"331","chr16",89490303,89490703,401,"*",5.86532966401739,5.29911201286209,6.27090260875725,-0.00445194984843613,0.0599750714519272,0.926981708340742
"332","chr10",133277401,133277801,401,"*",5.37990640942397,4.75202006383165,5.81593623007747,-0.00408377128200162,0.0601220961804724,0.926981708340742
"333","chr22",39525862,39526262,401,"*",5.6584912039394,5.07490339669949,6.07284086495394,-0.00432387988419641,0.0602364237671659,0.926981708340742
"334","chr17",44198834,44199234,401,"*",6.2428643299704,5.72902892075106,6.62097853957167,-0.00485534188510918,0.0602453996625187,0.926981708340742
"335","chr14",49598782,49599182,401,"*",6.56803589566698,6.02445820646998,6.96192712096632,-0.00459211880398643,0.0602950050276221,0.926981708340742
"336","chr1",184037070,184037470,401,"*",7.29037743727084,6.67045576405532,7.72258189857934,-0.00412262038446788,0.0603420510485294,0.926981708340742
"337","chr3",152834714,152835114,401,"*",6.69322667570921,6.14678662301388,7.08861022502345,-0.00457552838780991,0.0604000000306054,0.926981708340742
"338","chr17",4536311,4536711,401,"*",5.80399601454643,5.21525756728446,6.22091778752506,-0.00425891863694233,0.0607682360352859,0.926981708340742
"339","chrX",154778295,154778695,401,"*",5.54122497972854,4.95080608569961,5.958982956422,-0.00425821807270237,0.0607978416315459,0.926981708340742
"340","chr16",67846745,67847145,401,"*",6.54374074597723,6.0046477516675,6.93528474438631,-0.00460648156278382,0.0611094081591328,0.926981708340742
"341","chr12",6452085,6452485,401,"*",5.98114850484703,5.43198628496616,6.37794711454272,-0.004572166482228,0.0611952731125417,0.926981708340742
"342","chr21",43719186,43719586,401,"*",5.79379120527507,5.25082783444621,6.18736156139782,-0.00458783385612725,0.0612275621743199,0.926981708340742
"343","chr1",45583958,45584358,401,"*",6.68847390738741,6.15991992358479,7.0744579156034,-0.0046723506275438,0.0613966006706731,0.926981708340742
"344","chr19",38122754,38123154,401,"*",6.23674871149596,5.63477082544665,6.66021923454477,-0.00415584694124775,0.061559093268976,0.926981708340742
"345","chr3",65596864,65597264,401,"*",5.89726260948994,5.31930054973045,6.3087871087592,-0.00430448608096387,0.0616103260751439,0.926981708340742
"346","chr8",65842387,65842787,401,"*",6.73056015855947,6.18441771428012,7.12578875623586,-0.00454945953638795,0.0616355439983245,0.926981708340742
"347","chr13",30307489,30307889,401,"*",5.8061482471765,5.19931835870495,6.23199638925437,-0.00410350378058618,0.0618159516662047,0.926981708340742
"348","chrX",53683493,53683893,401,"*",6.18041360740394,5.60271493953484,6.59180542929545,-0.00428887380830554,0.0623214018371208,0.926981708340742
"349","chr8",144444112,144444896,785,"*",6.82824100404704,6.2977322876891,7.21526095049515,-0.00462705499199739,0.062352781897084,0.926981708340742
"350","chr14",31025731,31026131,401,"*",6.21867029748257,5.70100294161027,6.59884527466348,-0.00471527177576963,0.0623715929304868,0.926981708340742
"351","chr11",44524538,44524938,401,"*",5.64933084959786,5.07413925692042,6.05945796658183,-0.00431339186643617,0.0628958734189798,0.926981708340742
"352","chr8",39978432,39978832,401,"*",6.79256502114471,6.20661286045683,7.20809709594068,-0.00422535862680321,0.0629184755059505,0.926981708340742
"353","chr8",144097688,144098088,401,"*",6.11277045295719,5.57047252118904,6.5059930038906,-0.004507157968928,0.0630173926289516,0.926981708340742
"354","chrX",139213334,139213734,401,"*",5.58597418950271,4.83378957839892,6.07787462469167,-0.00337009198671687,0.0631821170776276,0.926981708340742
"355","chr11",47766766,47767166,401,"*",6.5379552480712,6.02414862982207,6.91605394240098,-0.00475269866796678,0.0635900992484022,0.926981708340742
"356","chr22",50445443,50445843,401,"*",5.30142832715896,4.65777183739079,5.74494099259507,-0.00388054949128393,0.0636795912798763,0.926981708340742
"357","chr6",17907611,17908011,401,"*",7.18549305026339,6.57524705345276,7.61300805411325,-0.00405808628676568,0.0637829263644569,0.926981708340742
"358","chr2",71331723,71332123,401,"*",6.46612016351062,5.95772152210774,6.84129606080898,-0.00475714157284987,0.0638554735045684,0.926981708340742
"359","chr12",53481361,53481761,401,"*",6.05649462441017,5.51778694469754,6.44783643534787,-0.00449352697562717,0.0640099134661794,0.926981708340742
"360","chr1",30757290,30757690,401,"*",7.22637892465474,6.66384621232135,7.63006939000363,-0.0043547731229558,0.0640374529380963,0.926981708340742
"361","chr18",21704457,21704857,401,"*",6.23364046701654,5.71837290987082,6.61252585113141,-0.00467909177150946,0.064125716528396,0.926981708340742
"362","chr13",50125803,50126203,401,"*",5.98997366859802,5.43866133407234,6.38788710570731,-0.00438668751169466,0.0642057695865059,0.926981708340742
"363","chr1",153922219,153922619,401,"*",6.67218786645869,6.15731850061446,7.05085895307468,-0.00467613818697334,0.0644997046429018,0.926981708340742
"364","chr15",58065156,58065556,401,"*",6.26085655637044,5.71581904814026,6.65550943686148,-0.00443172644720677,0.0646569065633575,0.926981708340742
"365","chr11",33257772,33258172,401,"*",6.38246021108071,5.88136123661784,6.75366403285046,-0.00478573188336277,0.0646701761224254,0.926981708340742
"366","chr3",170181307,170181707,401,"*",6.58415731733502,6.06852864881336,6.96323696473229,-0.0046525535181183,0.0647762404752931,0.926981708340742
"367","chr1",42335242,42335642,401,"*",6.37891338775272,5.84551889027663,6.76745877667605,-0.00449977923600801,0.064946543146787,0.926981708340742
"368","chr4",55346501,55346901,401,"*",6.6965088031089,6.19249206704881,7.06930403402999,-0.0047668089230501,0.0649965554526341,0.926981708340742
"369","chr15",30991771,30992171,401,"*",6.24562806499464,5.67465907897805,6.65361757644942,-0.00428560089229812,0.0650023541126746,0.926981708340742
"370","chr3",4994937,4995337,401,"*",7.36682285836679,6.76532602895018,7.79005699992684,-0.00407245557033476,0.0651809662909346,0.926981708340742
"371","chr3",128411351,128411751,401,"*",6.40605358145347,5.85527900463339,6.80368842948445,-0.00437884472509482,0.0653338732263435,0.926981708340742
"372","chr6",113971226,113971626,401,"*",6.35494233766508,5.81034030635777,6.74936813240807,-0.00444576931422241,0.0654485666853835,0.926981708340742
"373","chr18",32092690,32093090,401,"*",6.34952027922906,5.79348406331054,6.74987419690189,-0.00431636460601404,0.0657278926073299,0.926981708340742
"374","chr3",52533896,52534296,401,"*",5.70637203471569,5.14984864623888,6.10697695000376,-0.00434258806166515,0.0657942048610998,0.926981708340742
"375","chr10",91608487,91608887,401,"*",6.71015258939334,6.16777405088456,7.10341728407491,-0.00442969436726493,0.0658145241650522,0.926981708340742
"376","chr5",61162214,61162614,401,"*",6.80665449952962,6.2796315988983,7.19182558694232,-0.0045323491871234,0.065998193755206,0.926981708340742
"377","chr14",64504159,64504559,401,"*",6.07027028296241,5.52946837465565,6.46271001429422,-0.00443820846991732,0.066326541215549,0.926981708340742
"378","chr1",40783496,40783896,401,"*",5.16067549085529,4.49552681535388,5.61419442622419,-0.00370809016016518,0.0665458325813518,0.926981708340742
"379","chr14",23953761,23954161,401,"*",5.85156640284,5.26539617615792,6.26720738617608,-0.00407728614836288,0.0665661540539242,0.926981708340742
"380","chr20",23637715,23638115,401,"*",5.63477288092235,5.07014581262472,6.03953415514683,-0.00424593195360546,0.0665876340832259,0.926981708340742
"381","chr6",37426844,37427244,401,"*",6.67149902748034,6.1396271525106,7.05924012961641,-0.00447264916452427,0.0668042614121913,0.926981708340742
"382","chr12",50589869,50590269,401,"*",6.7779543605696,6.23774360305267,7.17008442118645,-0.00440218924643712,0.0668494739630375,0.926981708340742
"383","chr11",64304573,64304973,401,"*",6.78246632778421,6.25954849840413,7.16545131548103,-0.00453400308926266,0.0669026632045643,0.926981708340742
"384","chr3",3126886,3127286,401,"*",7.08219166642461,6.53893851328027,7.47591340681106,-0.00438546480609121,0.0670010106327759,0.926981708340742
"385","chr13",48532982,48533382,401,"*",5.55603515606467,4.97564053215585,5.96878328189119,-0.00411971224309714,0.0671031969648934,0.926981708340742
"386","chr3",139301153,139301553,401,"*",6.04524492782581,5.53293025233602,6.42253897108353,-0.0046209170459866,0.0672790116432201,0.926981708340742
"387","chr15",38252050,38252450,401,"*",6.32531555357731,5.82069704724145,6.69843838469033,-0.00464476163848559,0.0674033953254686,0.926981708340742
"388","chr11",67436957,67437357,401,"*",6.21305855194433,5.69174082094817,6.59518884247318,-0.00451297714124055,0.0676435725496501,0.926981708340742
"389","chr1",154325445,154325845,401,"*",6.10212980830537,5.57221483785663,6.48883531772862,-0.00447127872459546,0.0677788663115679,0.926981708340742
"390","chr14",101706270,101706670,401,"*",6.3827818107505,5.86673964082859,6.7620838133216,-0.00453397156662537,0.0679018250911273,0.926981708340742
"391","chr21",25607263,25607663,401,"*",6.7341840752505,6.18547946397416,7.13074509052588,-0.00430866794196837,0.0679879600736913,0.926981708340742
