"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF.sg_h","Conc_no_Treat","Fold","p.value","FDR"
"200","chr6",126056628,126057028,401,"*",3.6034309945846,4.19574657505625,2.58114418354831,0.00737222090951466,0.0544695361276259,0.990159328441165
"201","chr2",84280837,84281237,401,"*",1.83075803823314,2.72440530551057,0,0.00320663856692834,0.0545725662792542,0.990159328441165
"202","chr11",118790756,118791156,401,"*",3.75601467579877,2.7276472186106,4.35031038306551,-0.0073777132938742,0.0546065644383076,0.990159328441165
"203","chr12",121800993,121801393,401,"*",4.0271124944463,3.02453344830235,4.61293365368664,-0.00753798965678435,0.0546663575916742,0.990159328441165
"204","chr11",11841685,11842085,401,"*",3.61734314833595,2.48769852858232,4.24305475772408,-0.00680049445480116,0.055003774369219,0.990159328441165
"205","chr18",3624484,3624884,401,"*",4.37612194036798,3.48386920999597,4.92330306413556,-0.00826566837098213,0.0552635640656264,0.990159328441165
"206","chr17",58658845,58659245,401,"*",5.4179844766746,5.944833775974,4.57947429976215,0.00866926215330309,0.0553137637423581,0.990159328441165
"207","chr1",92544741,92545141,401,"*",3.74396359935091,4.31152989087145,2.79492796630003,0.00777645704896979,0.0557789358342809,0.990159328441165
"208","chr14",35367116,35367516,401,"*",3.39583520425242,2.19785193879656,4.04118255375366,-0.00643746021752146,0.055805267015148,0.990159328441165
"209","chr2",32480006,32480406,401,"*",2.72133867220517,3.4181055531369,1.3221096303802,0.00560524474637993,0.0561708139601313,0.990159328441165
"210","chr1",25413214,25413614,401,"*",5.4679506785435,5.99160773107543,4.63763262717872,0.00867918836837441,0.0562064364468062,0.990159328441165
"211","chr3",194255782,194256182,401,"*",3.86087286579112,2.83113503703011,4.45561330146445,-0.00727348352029805,0.0563281847686207,0.990159328441165
"212","chr6",34560531,34560931,401,"*",3.37365109673326,3.98046336052467,2.30604324891617,0.00701674805930634,0.056473809022636,0.990159328441165
"213","chr17",81869490,81869890,401,"*",2.87476731419604,3.55079761515031,1.56097686661995,0.00592223757948709,0.0565370624362248,0.990159328441165
"214","chr1",154629181,154629581,401,"*",3.26374956451538,3.88458538072085,2.15044541960097,0.00677700533623049,0.0565994433847461,0.990159328441165
"215","chr19",50313040,50313440,401,"*",3.01210737095735,3.67062321783627,1.76585575613159,0.00620482137233388,0.0566990312686702,0.990159328441165
"216","chr1",159922108,159922508,401,"*",2.7206880326103,3.4173026823343,1.3221096303802,0.0055767957365674,0.0568403357455982,0.990159328441165
"217","chr3",67017235,67017635,401,"*",3.57077483308168,4.15450918465916,2.57445301989289,0.00738617110429692,0.0570496482672878,0.990159328441165
"218","chr15",64695551,64695951,401,"*",3.89723247180292,4.45312579363526,2.98108268639854,0.00792330281608648,0.0573514906753957,0.990159328441165
"219","chr17",59838664,59839064,401,"*",3.42423086517412,2.34751554942882,4.03388463853019,-0.00694515563129627,0.0573792152394488,0.990159328441165
"220","chr2",32768333,32768733,401,"*",4.07943708989409,4.61037434102223,3.23034101431607,0.00843839530282776,0.0573818465793951,0.990159328441165
"221","chr7",43925976,43926376,401,"*",2.73770148073858,1.35004202708068,3.43174871741436,-0.0055905628789863,0.05802774080063,0.990159328441165
"222","chr1",149636702,149637102,401,"*",4.53829719606363,5.04866831191358,3.74139418032109,0.00883357466391104,0.0582909681173172,0.990159328441165
"223","chr9",87578591,87578991,401,"*",2.11069291378512,2.93107253730892,0.0160709646336795,0.00395770712188974,0.0583020272693653,0.990159328441165
"224","chr1",28648663,28649063,401,"*",5.14689309380624,5.66994929392416,4.31810977771451,0.00853215999338297,0.0584461940296515,0.990159328441165
"225","chrX",15579839,15580239,401,"*",3.95003201282914,4.51753420305929,3.00117976831777,0.00759275286350097,0.0584494513668431,0.990159328441165
"226","chr4",184684790,184685190,401,"*",3.89933620771229,4.4523421824561,2.99116622171114,0.00787543679071552,0.0587040593066127,0.990159328441165
"227","chr10",46001196,46001596,401,"*",5.15457098636853,5.65507178064313,4.3818079419505,0.00901402798476143,0.0590514262049236,0.990159328441165
"228","chr7",12385388,12385788,401,"*",5.18646935604956,5.69842592218569,4.38563526319983,0.00871115011560942,0.0595261921286126,0.990159328441165
"229","chr21",45083829,45084229,401,"*",2.33319454154763,3.11181020849064,0.519776252359213,0.00447515329587094,0.059805004066922,0.990159328441165
"230","chr6",85671765,85672165,401,"*",2.87903760727609,3.5493326374522,1.58780445705834,0.00581209350384605,0.059814288815017,0.990159328441165
"231","chr18",33469725,33470125,401,"*",2.34630298848655,3.11329818539134,0.601033465354835,0.00453133771966875,0.0598711094604415,0.990159328441165
"232","chr14",78320195,78320595,401,"*",2.11366963654319,2.93444347055696,0.0160709646336795,0.00389213089555755,0.0603234342455657,0.990159328441165
"233","chr6",84062521,84062921,401,"*",4.39376150459387,4.93318029342043,3.52235349588725,0.00804439284822245,0.0603484149282712,0.990159328441165
"234","chr11",117224255,117224655,401,"*",3.71485990697453,4.27418025960402,2.789160202919,0.00765286056215858,0.0606195854227862,0.990159328441165
"235","chr3",177196774,177197174,401,"*",3.93753859182744,2.93275898847819,4.52409078131292,-0.00716779193669811,0.0607516601992863,0.990159328441165
"236","chr6",30720958,30721358,401,"*",3.73145128846173,2.72635132743673,4.31810977771451,-0.00715186415699612,0.060997033533383,0.990159328441165
"237","chr11",57424664,57425064,401,"*",4.26212943727443,4.78000660455131,3.44648127256682,0.00844328563264271,0.0615092904827288,0.990159328441165
"238","chr1",233625386,233625786,401,"*",2.87962062625934,3.55006531225181,1.58780445705834,0.00573441838431754,0.061525140119039,0.990159328441165
"239","chr1",65317999,65318399,401,"*",3.94592347619986,4.48501907317875,3.07537444865977,0.00798766015023938,0.0615404904378383,0.990159328441165
"240","chr3",20022869,20023269,401,"*",4.22384152642582,4.75501797174604,3.37412270364016,0.00816191305799671,0.0616419286522324,0.990159328441165
"241","chr14",103123012,103123412,401,"*",3.25558788736171,2.02558745454146,3.9097325519457,-0.00601370598825714,0.061813434672707,0.990159328441165
"242","chr16",20826008,20826408,401,"*",2.658422768076,3.34793693640846,1.28979592944855,0.00548795235748461,0.0622241207469986,0.990159328441165
"243","chr7",105012854,105013254,401,"*",3.90016690584109,3.02506054767658,4.44097417974918,-0.00793124921746354,0.0624801541955847,0.990159328441165
"244","chr4",52723078,52723478,401,"*",2.6612440105372,3.34751554942882,1.30604324891617,0.00548440381993117,0.0628001153017953,0.990159328441165
"245","chr3",72319154,72319554,401,"*",2.30729010922703,0.609144442421559,3.0658645172839,-0.00457429234321283,0.062829873006583,0.990159328441165
"246","chr1",191823771,191824171,401,"*",5.5357662617118,6.09230553555854,4.61782299632448,0.00756206964897906,0.0630316882833378,0.990159328441165
"247","chr14",88024656,88025056,401,"*",5.00401431646684,5.50136823849765,4.23882927990571,0.00880801895138747,0.0630885524121397,0.990159328441165
"248","chr6",106312908,106313308,401,"*",3.66160408298506,4.23629323147687,2.69199236419087,0.00720554141601494,0.0631326798263031,0.990159328441165
"249","chr12",53486382,53486782,401,"*",2.66090489014697,3.34709403933316,1.30604324891617,0.00547123857261968,0.063138819186903,0.990159328441165
"250","chr7",26201738,26202138,401,"*",3.25581245838876,2.02664069130529,3.9097325519457,-0.00595447240454697,0.063153099919354,0.990159328441165
"251","chr10",12208477,12208877,401,"*",3.26745735678777,3.88400436503916,2.16833019357704,0.00646068362091545,0.0635103321293507,0.990159328441165
"252","chr5",29114412,29114812,401,"*",2.66056569002424,3.34667240604952,1.30604324891617,0.00542854011403881,0.064203051426921,0.990159328441165
"253","chr11",74641380,74641780,401,"*",3.09996010809799,3.72699941852686,1.96582399366141,0.00629995732532911,0.064551766774098,0.990159328441165
"254","chr2",39492259,39492659,401,"*",3.44189389687589,4.0253240251639,2.44648127256682,0.0069593423698765,0.0649441370325442,0.990159328441165
"255","chr1",114379999,114380399,401,"*",4.71987921226222,5.2547994433805,3.86036460808555,0.00785776761016653,0.065014508794007,0.990159328441165
"256","chr1",30777961,30778361,401,"*",3.4889700993297,2.48463588727203,4.07537444865977,-0.00693684491240816,0.0650625981251241,0.990159328441165
"257","chr3",149151743,149152143,401,"*",3.53545598710256,4.11181020849064,2.56097686661995,0.00709658656615434,0.0650936000597688,0.990159328441165
"258","chr4",40269043,40269443,401,"*",2.26832045289201,3.02611416903756,0.574453019892894,0.00447447516154631,0.0655020388405434,0.990159328441165
"259","chr1",224503467,224503867,401,"*",4.74229660159137,5.23481299216837,3.98865193745789,0.00876190715052093,0.0655056122864403,0.990159328441165
"260","chr11",82791823,82792223,401,"*",4.27825882544528,4.78047495670492,3.50134123628643,0.00855216289552859,0.0655818854875105,0.990159328441165
"261","chr19",4909596,4909996,401,"*",2.31977595174456,0.611954100147331,3.08010600941383,-0.00445838506404513,0.0656978862971547,0.990159328441165
"262","chr8",130329797,130330197,401,"*",2.66226089368755,3.34877934130722,1.30604324891617,0.00536289048038503,0.0657358872318081,0.990159328441165
"263","chr21",46296887,46297287,401,"*",3.10253759848142,3.7273233549282,1.97601436589879,0.00625038425591244,0.0660017042882478,0.990159328441165
"264","chr5",85681984,85682384,401,"*",2.01842469924654,2.83173773516019,0,0.00384060690610139,0.0660148282463144,0.990159328441165
"265","chrX",66020732,66021132,401,"*",2.09065663427489,0.0255874545414565,2.90707213110135,-0.00381322737585104,0.0660243838984294,0.990159328441165
"266","chr10",42646015,42646415,401,"*",2.85132864911393,1.61054995526261,3.50837938152615,-0.00577059621767416,0.0661857831892318,0.990159328441165
"267","chr17",32971218,32971618,401,"*",4.14500003991105,4.67045476636929,3.31007664924862,0.00798902546368932,0.0662561133132304,0.990159328441165
"268","chr8",28190190,28190590,401,"*",3.10461184796937,3.72699941852686,1.98613326373694,0.00625505096795896,0.0663280105924493,0.990159328441165
"269","chr1",246169634,246170034,401,"*",3.46687254998972,2.34751554942882,4.08952283001137,-0.00628216366084093,0.0663885422996484,0.990159328441165
"270","chr17",21042499,21042899,401,"*",3.42754877376459,2.34582876963015,4.03875401489504,-0.00646177911828496,0.0664075600828077,0.990159328441165
"271","chr17",81399615,81400015,401,"*",2.51669626393064,1.0234786714628,3.23459138981523,-0.00494379130389891,0.0666138361171457,0.990159328441165
"272","chr10",32346599,32346999,401,"*",3.42834596430881,2.34920035936996,4.03875401489504,-0.00645230961024375,0.0667647572587863,0.990159328441165
"273","chr6",111804825,111805225,401,"*",3.71670662144503,4.27462361696894,2.79492796630003,0.00732338483811312,0.0667681381700729,0.990159328441165
"274","chr7",106660573,106660973,401,"*",3.52611761775168,2.48386920999597,4.12489238590325,-0.00664067062093769,0.0669028766782169,0.990159328441165
"275","chr20",35192347,35192747,401,"*",5.10293140144786,5.59584227465817,4.34835055588035,0.00864406997327532,0.0672588194421079,0.990159328441165
"276","chr8",102810294,102810694,401,"*",3.39175397640574,2.34751554942882,3.99116622171114,-0.00660428704284584,0.0673610153617473,0.990159328441165
"277","chr3",139312724,139313124,401,"*",2.08175401969359,0.0297957959597222,2.89638111478026,-0.00378696031253342,0.0674610064067718,0.990159328441165
"278","chr1",116810369,116810769,401,"*",3.68587587743779,4.2346990646741,2.789160202919,0.00745823737250586,0.0676025787970058,0.990159328441165
"279","chr14",81423483,81423883,401,"*",3.99669077376897,4.5493326374522,3.08952283001138,0.00733251895284245,0.0680431755427638,0.990159328441165
"280","chr19",48876241,48876641,401,"*",3.84773458850101,4.38344780317635,2.98613326373694,0.00766795615475843,0.0682678761193219,0.990159328441165
"281","chr6",13395260,13395660,401,"*",4.71348597779554,5.19586362034681,3.98361018519512,0.00882886599930911,0.0683295596492022,0.990159328441165
"282","chr2",11279389,11279789,401,"*",5.24462304768895,5.74043491593631,4.4831309623705,0.00850312795822974,0.0684970688041722,0.990159328441165
"283","chr2",68121032,68121432,401,"*",5.09624322577343,5.62632557836651,4.24936985985272,0.00772448473032132,0.0692293782112774,0.990159328441165
"284","chr11",118241012,118241412,401,"*",3.3396574599314,3.93303987210948,2.31409880467269,0.00656209073846961,0.0694357978485126,0.990159328441165
"285","chr1",156958364,156958764,401,"*",4.30333691581783,4.83444676527204,3.45379151417389,0.00767307454500395,0.0697079364724652,0.990159328441165
"286","chr12",47272387,47272787,401,"*",3.14984901200974,3.77969428529178,2.00616059816012,0.00594120491651186,0.070225520689196,0.990159328441165
"287","chr1",146409887,146410287,401,"*",4.67184633547043,5.15535204655992,3.93935342193216,0.00866282658419006,0.070520811272008,0.990159328441165
"288","chr1",206178065,206178465,401,"*",2.47408226233142,3.19738434563311,0.955561130125035,0.0047510074609703,0.0706715717254914,0.990159328441165
"289","chr5",21225614,21226014,401,"*",4.79894085855006,5.31066544579981,3.99868288999784,0.00800427088160722,0.0708415854079061,0.990159328441165
"290","chrX",11427433,11427833,401,"*",2.99843194823043,1.83354432032779,3.63441938276604,-0.00586409552081902,0.0712632275394375,0.990159328441165
"291","chr10",114634625,114635025,401,"*",2.66293841781163,3.34962125460389,1.30604324891617,0.00513404708191492,0.0717578207025888,0.990159328441165
"292","chr17",13749846,13750246,401,"*",2.02387398026636,2.83234018161314,0.0160709646336795,0.00370191776353898,0.071867949647642,0.990159328441165
"293","chr2",88016096,88016496,401,"*",5.292874682998,5.7938877696626,4.5188726363231,0.00816713574196083,0.0721935018993878,0.990159328441165
"294","chr1",182200333,182200733,401,"*",3.87595454985577,4.41850682104895,2.99618168282715,0.00729690806039371,0.0724784279604538,0.990159328441165
"295","chr12",92379091,92379491,401,"*",3.05824811034364,3.66961221387793,1.97601436589879,0.00615735067949323,0.072723497586919,0.990159328441165
"296","chr9",128191618,128192018,401,"*",3.80477536804919,2.93275898847819,4.34442289640729,-0.00737654967791173,0.0729612142783763,0.990159328441165
"297","chr10",92756275,92756675,401,"*",5.11720222570711,5.64072728408916,4.28722151692056,0.0076503186543166,0.073002761490474,0.990159328441165
"298","chr7",151009035,151009435,401,"*",3.28385400489584,2.19785193879656,3.89638111478026,-0.00613548277973516,0.0730070971885283,0.990159328441165
"299","chr8",100916069,100916469,401,"*",2.02545542333151,2.83414601300891,0.0160709646336795,0.00367073501054127,0.0730115561910333,0.990159328441165
"300","chr6",26196122,26196522,401,"*",3.29608096111882,3.88313240254573,2.28979592944855,0.00654155805622435,0.0730460261773826,0.990159328441165
"301","chr3",123813937,123814337,401,"*",3.40653343337936,3.98046336052467,2.43913380070074,0.00673666312437029,0.0730944511178014,0.990159328441165
"302","chr5",132783829,132784229,401,"*",3.05559019208859,3.66927505505587,1.96582399366141,0.00611619719308821,0.0732689440494326,0.990159328441165
"303","chr17",76405905,76406305,401,"*",4.5204722443536,5.0034693217701,3.789160202919,0.00850847233167876,0.0733814713518378,0.990159328441165
"304","chr8",38210622,38211022,401,"*",3.6639115252439,4.23515472068101,2.70430360835652,0.00672936096340092,0.0734044062548499,0.990159328441165
"305","chr9",70398171,70398571,401,"*",2.9198849541135,3.5493326374522,1.77755503480379,0.00586879959183871,0.0734186434427996,0.990159328441165
"306","chr13",90118408,90118808,401,"*",3.50680635346786,4.07087527875262,2.56773067822133,0.00687762044278658,0.0735776121236987,0.990159328441165
"307","chr1",21675997,21676397,401,"*",4.22776766391752,4.75454128059209,3.38945245781933,0.00753647186990735,0.0737534582165789,0.990159328441165
"308","chr12",75781518,75781918,401,"*",3.22893352897979,3.83354432032779,2.16833019357704,0.00617585081779735,0.0738741103705303,0.990159328441165
"309","chr7",5574674,5575074,401,"*",3.82968783033661,2.93444347055696,4.37797044019855,-0.0071618288262829,0.0739322873013123,0.990159328441165
"310","chr19",8418107,8418507,401,"*",4.77396237472904,5.29319476533949,3.95489314906857,0.0076790549616856,0.0739731008664071,0.990159328441165
"311","chr9",110371403,110371803,401,"*",4.73493728120677,5.2745127904004,3.86311248667048,0.00727849495460581,0.0740762817726293,0.990159328441165
"312","chrX",66005715,66006115,401,"*",2.70051461503828,1.35004202708068,3.38563526319983,-0.00508254816377919,0.0742362492632413,0.990159328441165
"313","chr6",14039018,14039418,401,"*",2.92223893429352,3.54896616047139,1.789160202919,0.00584649307291609,0.0744642033090316,0.990159328441165
"314","chr11",123062591,123062991,401,"*",4.0735001445629,3.11131387495488,4.64563456641982,-0.0067197540143085,0.0746583168079777,0.990159328441165
"315","chr15",27127741,27128141,401,"*",3.50799693958568,4.07010927992198,2.57445301989289,0.00683986901499193,0.074810980431101,0.990159328441165
"316","chr9",77827290,77827690,401,"*",3.6063617400224,4.19527829891252,2.59443412432513,0.00635716177926776,0.0751132388388635,0.990159328441165
"317","chr3",15052665,15053065,401,"*",4.70184744989135,5.19480987072435,3.94714420831714,0.0081540482956646,0.0753922221969943,0.990159328441165
"318","chr21",29649361,29649761,401,"*",3.97962566838901,3.11329818539134,4.51712905205293,-0.00729769731888354,0.0754096758796873,0.990159328441165
"319","chr1",65904601,65905001,401,"*",2.27246055407428,3.02611416903756,0.601033465354835,0.00418434067456594,0.0756429898979007,0.990159328441165
"320","chr15",84960946,84961346,401,"*",2.92308758519056,3.55006531225181,1.789160202919,0.00576841621555431,0.0763673839702702,0.990159328441165
"321","chr6",27633172,27633572,401,"*",2.59924503960521,3.27418025960402,1.28979592944855,0.00512719191818061,0.0767856467826839,0.990159328441165
"322","chr6",39222114,39222514,401,"*",3.89747528354166,4.41790487732022,3.07537444865977,0.00750965742045447,0.0768655825176914,0.990159328441165
"323","chr4",78613433,78613833,401,"*",3.06115815402193,3.67028629523134,1.98613326373694,0.00599669331707942,0.0769923665316751,0.990159328441165
"324","chr5",148639054,148639454,401,"*",3.18645473850895,3.7803188562136,2.15941552061405,0.00621724741949572,0.0771106993267914,0.990159328441165
"325","chr14",81023056,81023456,401,"*",3.68964175203638,4.23561023282048,2.80067276247867,0.00700926350029122,0.0771337295747123,0.990159328441165
"326","chr19",5799193,5799593,401,"*",3.63382078931192,4.19668267160501,2.69816111849054,0.00668703120563939,0.0776367248695485,0.990159328441165
"327","chr11",16857239,16857639,401,"*",4.06091708749516,4.58134154420983,3.23882927990571,0.00745711743886883,0.0778802658245384,0.990159328441165
"328","chr11",57901276,57901676,401,"*",2.59959896615237,3.27462361696894,1.28979592944855,0.00507183893361426,0.0783717046906908,0.990159328441165
"329","chr2",219521773,219522173,401,"*",3.04871982897819,1.83594958685848,3.69816111849054,-0.00538457255377137,0.0788219660484005,0.990159328441165
"330","chr17",78359815,78360215,401,"*",2.92515398178271,3.5493326374522,1.80067276247867,0.00568889116663205,0.078980524206175,0.990159328441165
"331","chr4",102344580,102344980,401,"*",2.92487155846379,3.54896616047139,1.80067276247867,0.00568824545148053,0.0790216058322852,0.990159328441165
"332","chr2",69818180,69818580,401,"*",3.05961538770676,3.66826310556623,1.98613326373694,0.00591508675947034,0.079182251473939,0.990159328441165
"333","chr10",125605130,125605530,401,"*",3.18543838509598,3.78187910158964,2.15044541960097,0.00610812418599733,0.0792083205041911,0.990159328441165
"334","chr1",44093628,44094028,401,"*",2.602890618383,3.27462361696894,1.30604324891617,0.00505727210942432,0.0793810267836472,0.990159328441165
"335","chr1",117611098,117611498,401,"*",3.10767880556804,3.72797100960672,1.99618168282715,0.00569943076008799,0.0801444260905688,0.990159328441165
"336","chr2",42047434,42047834,401,"*",3.10767880556804,3.72797100960672,1.99618168282715,0.00569943076008799,0.0801444260905688,0.990159328441165
"337","chr12",98440024,98440424,401,"*",3.29760875920028,3.88516616250465,2.28979592944855,0.00620765291770896,0.0806430460024473,0.990159328441165
"338","chr7",101266015,101266415,401,"*",3.82319125371933,4.34751554942882,2.99116622171114,0.0072147573188498,0.0812449935742654,0.990159328441165
"339","chr1",231200448,231200848,401,"*",4.90783961092468,5.38457783441363,4.19094621762218,0.00819712050348819,0.0815429897111315,0.990159328441165
"340","chr16",89004102,89004502,401,"*",5.55431924403797,6.03697805285919,4.82379178062687,0.00805970351720087,0.0815611906548815,0.990159328441165
"341","chr19",14142727,14143127,401,"*",3.06329271401638,3.66994929392416,1.99618168282715,0.00583145703017877,0.0817163664057807,0.990159328441165
"342","chr10",43417987,43418387,401,"*",4.97769815697447,5.43512712955003,4.30402231222625,0.00862428850484727,0.081832621148792,0.990159328441165
"343","chr19",46600869,46601269,401,"*",3.13394660425505,2.02558745454146,3.75329269429819,-0.005684823834947,0.0820699230622651,0.990159328441165
"344","chr13",26247597,26247997,401,"*",1.92624810935425,2.72635132743673,0,0.00356129697545023,0.0823674280125245,0.990159328441165
"345","chr22",42090364,42090764,401,"*",2.94197317126082,1.83474745485174,3.56097686661995,-0.00565198214899672,0.0826399912284704,0.990159328441165
"346","chr1",203300353,203300753,401,"*",4.87304797941361,5.34835820034398,4.15941552061405,0.00815164274468974,0.0827546196598746,0.990159328441165
"347","chr5",140611017,140611417,401,"*",3.51012816250427,4.07061999099607,2.58114418354831,0.00650379494870005,0.082762992785105,0.990159328441165
"348","chr3",183254195,183254595,401,"*",1.70471513820768,0,2.58780445705834,-0.00274510015265435,0.0828886457968919,0.990159328441165
"349","chr2",85588664,85589064,401,"*",2.66236665668037,3.34498463959373,1.3221096303802,0.00478011487587686,0.0832482121716603,0.990159328441165
"350","chr1",25285059,25285459,401,"*",4.16622343707436,4.66994929392416,3.38563526319983,0.00751526140352502,0.0832664714076016,0.990159328441165
"351","chr7",103810417,103810817,401,"*",1.92681236218077,2.72699941852686,0,0.00353913026234381,0.0832996586691165,0.990159328441165
"352","chr22",42615332,42615732,401,"*",4.40950109783692,4.90830193408846,3.64083873079,0.0076090172659603,0.0833187820886253,0.990159328441165
"353","chr12",23722748,23723148,401,"*",3.95645778095806,3.11379383684686,4.48491609764513,-0.0070778642993264,0.0835367977493702,0.990159328441165
"354","chr8",8777688,8778088,401,"*",3.90291630836825,4.45175419462911,3.00616059816012,0.00665647484769261,0.083551428131807,0.990159328441165
"355","chr19",1259285,1259685,401,"*",2.91488105401169,3.54969902136325,1.75406082806093,0.00544465439443225,0.0835786787656818,0.990159328441165
"356","chr21",45199662,45200062,401,"*",2.18885318014005,2.93163490677068,0.574453019892894,0.0041034154622939,0.0837150737283285,0.990159328441165
"357","chr16",88978247,88978647,401,"*",3.94166196893072,2.19504410383016,4.70889337379704,-0.0038452444536524,0.0844920104243787,0.990159328441165
"358","chr7",138352643,138353043,401,"*",4.24225206564893,4.72635132743673,3.50837938152615,0.00786043965252757,0.08472690896163,0.990159328441165
"359","chr6",104957401,104957801,401,"*",3.709683273596,2.72570294507865,4.28926610907767,-0.00615145459939585,0.0852365271451175,0.990159328441165
"360","chr6",131657508,131657908,401,"*",2.77394299885236,3.4197099555729,1.57445301989289,0.0051844651970404,0.085247984945758,0.990159328441165
"361","chr3",44761030,44761430,401,"*",3.08709621296682,2.02558745454146,3.69199236419087,-0.00576954529561582,0.0852664818767252,0.990159328441165
"362","chr1",218298309,218298709,401,"*",3.01335295996587,3.61054995526261,1.97601436589879,0.00585498067281539,0.085588675186203,0.990159328441165
"363","chr6",27133273,27133673,401,"*",4.75456836440097,5.21558520105019,4.07300283629991,0.00832256978112707,0.0856923812900925,0.990159328441165
"364","chr4",69221843,69222243,401,"*",2.9208234058319,3.54713237786447,1.789160202919,0.00543177762570467,0.0857384757006699,0.990159328441165
"365","chr6",3911893,3912293,401,"*",2.76262906094318,3.41649936447916,1.5336409368299,0.00511060175699809,0.0859658472336603,0.990159328441165
"366","chr4",55386813,55387213,401,"*",3.71323565943173,4.2358379349683,2.88561028139237,0.00705296130620369,0.0859995794099286,0.990159328441165
"367","chr9",107283425,107283825,401,"*",3.70076227714514,2.83294237659906,4.23882927990571,-0.00679278051775759,0.0861124417355415,0.990159328441165
"368","chr11",65428230,65428630,401,"*",3.69135498060389,4.2358379349683,2.80639477364025,0.00661389451885722,0.0864356128838268,0.990159328441165
"369","chr15",42499983,42500383,401,"*",3.37269361268829,3.93219705710354,2.44648127256682,0.00637778538004171,0.0865331264085487,0.990159328441165
"370","chr3",4225029,4225429,401,"*",3.97121845210476,4.4857851397999,3.16387974275618,0.00714465546740463,0.0866760030445108,0.990159328441165
"371","chr11",69401963,69402363,401,"*",3.08684377971062,2.02453344830235,3.69199236419087,-0.00571382033201357,0.0867370949510602,0.990159328441165
"372","chr3",13546747,13547147,401,"*",4.86042829685069,5.3301681995918,4.15941552061405,0.00805163881325963,0.087067948822946,0.990159328441165
"373","chr22",29821397,29821797,401,"*",3.13937442530789,3.72667540937394,2.13233614602132,0.00595557021391254,0.0874324399073323,0.990159328441165
"374","chr4",113052878,113053278,401,"*",3.99011717835102,4.48521062797295,3.23034101431607,0.00750026772620948,0.0875540732878348,0.990159328441165
"375","chr13",45331069,45331469,401,"*",2.87068578029492,3.4854021573367,1.77755503480379,0.00553718783126072,0.0877968820435327,0.990159328441165
"376","chr11",59547424,59547824,401,"*",4.26377028995014,4.75406443187914,3.51538335800559,0.00756177927464687,0.0879846016742192,0.990159328441165
"377","chr1",148038574,148038974,401,"*",4.64417570233621,5.11329818539134,3.94455195132525,0.00797961116979817,0.0886715682187831,0.990159328441165
"378","chr8",123631096,123631496,401,"*",3.01608976850301,3.61090111962565,1.98613326373694,0.00575932200094995,0.0886873126989995,0.990159328441165
"379","chr21",45151765,45152165,401,"*",2.41093885534163,3.11131387495488,0.996181682827153,0.00442001785671834,0.0887117050675323,0.990159328441165
"380","chr1",121238232,121238632,401,"*",1.92794020620986,2.72829472794918,0,0.00341594509126869,0.0888055952358967,0.990159328441165
"381","chr9",127447129,127447529,401,"*",2.00184968966269,0.0213668014694716,2.80639477364025,-0.00338192637747761,0.0889036066817008,0.990159328441165
"382","chr17",48997249,48997649,401,"*",3.20818003465602,2.19410694314271,3.79780322385206,-0.00585080734121231,0.0891271348900477,0.990159328441165
"383","chr18",617935,618335,401,"*",4.31987392739574,4.80748345740969,3.57780248088682,0.00754776451472675,0.0894163335493231,0.990159328441165
"384","chr3",44976045,44976445,401,"*",3.00395712519014,1.83594958685848,3.64083873079,-0.00518585233701332,0.0895032376882349,0.990159328441165
"385","chr12",14257768,14258168,401,"*",3.08524936489677,2.02769315971653,3.68889806750087,-0.00562638705463708,0.0895896600327068,0.990159328441165
"386","chr8",72134366,72134766,401,"*",3.87328588950926,4.3840642935753,3.07537444865977,0.00707469498894629,0.0900552071827297,0.990159328441165
"387","chr10",70558738,70559138,401,"*",4.12166649005198,4.61160319202645,3.37412270364016,0.00748845678078735,0.0900872701072624,0.990159328441165
"388","chr11",108014934,108015334,401,"*",2.71506418647177,3.34793693640846,1.56097686661995,0.00520901447711007,0.0901069427212064,0.990159328441165
"389","chr10",86079104,86079504,401,"*",2.92656526966033,3.5511636272546,1.80067276247867,0.00529232496714251,0.090160985933706,0.990159328441165
"390","chr19",13847346,13847746,401,"*",3.2534106932482,2.19410694314271,3.85761148567,-0.00560861643269303,0.0901799579805014,0.990159328441165
"391","chr15",90901722,90902122,401,"*",5.69195150270053,6.21610463922991,4.86036460808555,0.00682781453375911,0.0903630674310476,0.990159328441165
"392","chr17",20010211,20010611,401,"*",3.189822926078,3.78187910158964,2.16833019357704,0.00571699641200453,0.0905371233695496,0.990159328441165
"393","chr10",96586356,96586756,401,"*",2.64545304473453,1.34498463959373,3.31810977771452,-0.00471676068122073,0.0907068784119556,0.990159328441165
"394","chr16",30610104,30610504,401,"*",3.3579016202709,2.34498463959373,3.94714420831714,-0.00579821650455682,0.0907809681734555,0.990159328441165
"395","chr6",12010985,12011385,401,"*",3.62469758578452,2.60914444242156,4.21480742892059,-0.00578641031836271,0.0908162213488337,0.990159328441165
"396","chrX",72276931,72277331,401,"*",2.81161755797277,1.61195410014733,3.45743279116366,-0.00502571669545184,0.0911035948377327,0.990159328441165
"397","chr17",69047346,69047746,401,"*",5.31019718486118,5.78117719997538,4.60638864712779,0.00781959969565191,0.0913022228125098,0.990159328441165
"398","chr6",36196646,36197046,401,"*",3.42807204074012,2.48463588727203,3.99367613176974,-0.00612076223333386,0.0916159414923194,0.990159328441165
