"","seqnames","start","end","width","strand","Conc","Conc_JQ1_FCPF_plus_sg_h","Conc_no_Treat","Fold","p.value","FDR"
"200","chr2",74242711,74243111,401,"*",6.17191022708533,6.70471648378781,5.31793822602264,0.230239645517498,0.014846317378271,0.630151941120711
"201","chr20",3930805,3931205,401,"*",6.0283490260993,6.51772448265902,5.28212771633242,0.236055282855757,0.0149938043835682,0.630244501641884
"202","chr17",27061822,27062222,401,"*",5.46531231919642,5.99013449358829,4.63201175249019,0.230011369087398,0.0151306778827715,0.630244501641884
"203","chr2",33118647,33119047,401,"*",5.85704631205621,6.4003530410695,4.97524942098429,0.227184402867756,0.0151391340656445,0.630244501641884
"204","chr1",67401223,67401623,401,"*",5.2810707481654,5.81906518345698,4.41344311970701,0.227817703183147,0.0151789619419986,0.630244501641884
"205","chr17",20010159,20010559,401,"*",6.51782771625628,7.02573949778141,5.72699293707184,0.231637675619573,0.0153353176115136,0.630244501641884
"206","chr7",47074894,47075294,401,"*",5.41993459769117,5.9312636994624,4.62065808187006,0.230830997255318,0.0154059581936706,0.630244501641884
"207","chr2",138058385,138058785,401,"*",6.32286219748211,6.82645135983646,5.5426069110354,0.231596822420928,0.0154793473246966,0.630244501641884
"208","chr11",34464660,34465060,401,"*",6.2013300191876,6.74103456304143,5.32916194243957,0.225871354214454,0.0155368488749158,0.630244501641884
"209","chr11",123062586,123062986,401,"*",7.22857780693858,6.13302198323405,7.84403572633315,-0.213254656764896,0.015627478608551,0.630244501641884
"210","chr20",5782145,5782545,401,"*",5.75517490480413,6.25379674292929,4.98694336299741,0.231608947395094,0.0156359026441545,0.630244501641884
"211","chr15",57322413,57322813,401,"*",6.38215605573525,5.39952582231006,6.96128184832248,-0.219223147853015,0.0156651654902153,0.630244501641884
"212","chr7",25111140,25111540,401,"*",5.27124423708188,5.8069439464029,4.40967848627558,0.225122656393472,0.0158226773183364,0.631328223873216
"213","chr19",14142647,14143047,401,"*",6.31299592066607,6.80672111555084,5.5564798020454,0.230721410025441,0.0160136526690304,0.631328223873216
"214","chr2",84280844,84281244,401,"*",5.01639882313061,5.59437932765155,4.03714433424872,0.217117491270305,0.0160870365826526,0.631328223873216
"215","chr19",3971857,3972257,401,"*",6.27438910608915,6.76542355360811,5.52425367361647,0.23048363030831,0.0161661793071574,0.631328223873216
"216","chrX",41353171,41353571,401,"*",4.76896869476525,5.3656608827032,3.73319634021012,0.213658235980508,0.0161926213754542,0.631328223873216
"217","chr18",77910298,77910698,401,"*",5.21606327958931,5.7791243213304,4.27984072911964,0.218516933435678,0.016298954611368,0.631328223873216
"218","chr19",5884082,5884482,401,"*",5.27174205426109,5.83064712925784,4.34720416455264,0.218818860718791,0.0163872404053952,0.631328223873216
"219","chr3",196140944,196141344,401,"*",6.63698310511333,5.72522159882777,7.1912912989144,-0.219549252014406,0.0164269992227787,0.631328223873216
"220","chr12",57512726,57513126,401,"*",5.43788050221227,5.94392882882188,4.65161988408305,0.226802102375818,0.0164802319216298,0.631328223873216
"221","chr8",130329818,130330218,401,"*",6.1736977824471,6.67732127347156,5.39335890675273,0.226937409846896,0.0165338560391231,0.631328223873216
"222","chr1",31065680,31066080,401,"*",6.70688056405625,5.80676568447471,7.25694977905081,-0.219662158567763,0.0165488322785683,0.631328223873216
"223","chr22",35521641,35522041,401,"*",6.05407039804719,6.55645493820944,5.27674401015506,0.226848050080754,0.0165845439891303,0.631328223873216
"224","chr3",65587986,65588386,401,"*",6.48456355337202,5.66883424220813,7.00247291809124,-0.222996121266563,0.0169509725845515,0.639608818097354
"225","chr6",152232780,152233180,401,"*",6.13819905181107,6.63314305534482,5.3787794717167,0.226413222557725,0.0169826382693215,0.639608818097354
"226","chr11",1356053,1356453,401,"*",5.70565689130435,6.19538791956928,4.95859793947925,0.227094478069752,0.0170281061243965,0.639608818097354
"227","chr16",267131,267531,401,"*",4.91008580062263,5.48488215713441,3.94016135051785,0.212095348992785,0.0173143696374417,0.647496404635429
"228","chr11",125970476,125970876,401,"*",5.53968276086854,6.0360471559742,4.77686900966787,0.224359320718419,0.0174715417277007,0.650508411080926
"229","chr17",76272162,76272562,401,"*",5.99739235237621,6.49341232767339,5.23540266838443,0.22386420592135,0.0175665400960785,0.650975760122685
"230","chr6",26280353,26280753,401,"*",5.82795857083131,6.32967970625198,5.05224159715958,0.222859823222757,0.0176374631674187,0.650975760122685
"231","chr11",62025545,62025945,401,"*",6.36485037541807,6.83858487008178,5.65480392397169,0.226516573569034,0.0178515336822994,0.65416689974676
"232","chr5",76331171,76331571,401,"*",5.51936395050129,6.01350518605311,4.76185766688456,0.222990919642384,0.0178783552718751,0.65416689974676
"233","chr1",46302566,46302966,401,"*",6.21048024241009,5.27425739295434,6.77354138991122,-0.211484452296997,0.0179551051526676,0.65416689974676
"234","chr12",70660508,70660908,401,"*",6.28796198391872,5.34658735468525,6.8528410690943,-0.209731222362567,0.0183111777189693,0.657265735615293
"235","chr3",45136413,45136813,401,"*",6.4991723549892,5.60861996629798,7.04572603641611,-0.212408462065357,0.0184037220821801,0.657265735615293
"236","chr1",146387411,146387811,401,"*",7.48796712617809,8.05762444700183,6.53293192109891,0.208369050871593,0.0184257047851868,0.657265735615293
"237","chr12",12201466,12201866,401,"*",5.37343077680098,5.93028216224333,4.45461984868088,0.210201098651453,0.0184675647673405,0.657265735615293
"238","chr4",178037417,178037817,401,"*",5.56676104581045,6.05861666237067,4.8146825902694,0.221005395511079,0.0184970220242475,0.657265735615293
"239","chr17",45147268,45147668,401,"*",6.57395440092499,5.75186923354545,7.09437781651544,-0.216325572874637,0.0185047132538644,0.657265735615293
"240","chr1",151774510,151774910,401,"*",6.459193273407,6.93826127957822,5.73695683293634,0.222798811920977,0.0186075749030597,0.658165430633641
"241","chr2",46569011,46569411,401,"*",5.82706424933238,6.31024697801348,5.09532134988585,0.220996192379633,0.0188883287962856,0.661884382410179
"242","chr16",11203238,11203638,401,"*",7.15570469230061,7.70731098671147,6.25138148206642,0.209068157468589,0.0190176644891476,0.661884382410179
"243","chr1",35173099,35173499,401,"*",6.05631314668586,6.52519670070959,5.35722640249858,0.22249037768999,0.0191839831084065,0.661884382410179
"244","chr6",27141441,27141841,401,"*",6.45368072388785,6.926325737703,5.74610620765452,0.221389764492325,0.0193234076954118,0.661884382410179
"245","chr9",19748650,19749050,401,"*",5.82430155056293,6.34677128211038,4.99701404145392,0.212609625165514,0.019344689668444,0.661884382410179
"246","chrX",11427535,11427935,401,"*",6.55470714466741,5.76620302872303,7.06167048272642,-0.215153648593041,0.019426603695109,0.661884382410179
"247","chr10",32346568,32346968,401,"*",6.93729281585768,5.94441506053144,7.51987340001289,-0.201807526850716,0.0195477229067475,0.661884382410179
"248","chr22",27913241,27913641,401,"*",6.79718496206555,7.3200585133918,5.96886772912296,0.21168759036507,0.0196102850682696,0.661884382410179
"249","chr21",35229292,35229692,401,"*",6.88407655314536,7.36918342285763,6.14785725054341,0.21769510853508,0.0197594308105437,0.661884382410179
"250","chr1",92957018,92957418,401,"*",6.57958961253348,7.06932461745418,5.83252128873838,0.216722151855763,0.0197902256302,0.661884382410179
"251","chr1",86774415,86774815,401,"*",5.86239990039481,6.32905921449024,5.16829844602726,0.220820982390642,0.0197943815240462,0.661884382410179
"252","chr17",79831804,79832204,401,"*",6.95450571184634,5.90950166644553,7.55416290414923,-0.197622385263432,0.019846068412104,0.661884382410179
"253","chr4",126776358,126776758,401,"*",6.81018128225054,5.91873386183013,7.35706536513716,-0.206674752304781,0.0198982854966765,0.661884382410179
"254","chr14",75539809,75540209,401,"*",5.53059634790367,6.04858264207964,4.71467312742332,0.211202090301121,0.0199678963995646,0.661884382410179
"255","chr12",22919953,22920353,401,"*",4.61261132457685,5.21521099293704,3.55836799823083,0.196554356492049,0.0199922905090241,0.661884382410179
"256","chr17",43367697,43368097,401,"*",6.27855635312796,6.75376615447625,5.56515281038133,0.218532878420216,0.0200188566090866,0.661884382410179
"257","chr21",45151621,45152021,401,"*",6.19429228852194,6.65364299880411,5.51639836582037,0.221338524622646,0.020038200763272,0.661884382410179
"258","chr8",2640731,2641131,401,"*",5.77972180784444,6.25320814764709,5.07023893459045,0.217971414573229,0.0202626770971953,0.662687850065121
"259","chr6",151391009,151391409,401,"*",6.18605049959739,5.29252355198236,6.73370115867987,-0.205160536632687,0.0202886183125871,0.662687850065121
"260","chr1",149837850,149838250,401,"*",5.46637700227638,6.26438791577689,3.5301434832206,0.148126901178421,0.0203623392766217,0.662687850065121
"261","chrX",124764340,124764740,401,"*",5.74180191608904,6.23536154521735,4.98567957094934,0.213767827914426,0.0204524799148262,0.662687850065121
"262","chr3",45574090,45574490,401,"*",7.02596633751333,7.52538629517572,6.25581242005005,0.21282759082398,0.0204528468273132,0.662687850065121
"263","chr12",113185196,113185596,401,"*",6.76722670766558,5.91988812262829,7.29748814377064,-0.206545153220683,0.0207451122063073,0.667583556048995
"264","chr20",4673622,4674022,401,"*",6.01392686386859,6.49269220590982,5.29238615118608,0.215164307251294,0.0208175684883486,0.667583556048995
"265","chr9",97982542,97982942,401,"*",7.39792008894103,6.37444251534441,7.99062430602162,-0.195244513900209,0.0208429366158658,0.667583556048995
"266","chrX",55120752,55121152,401,"*",6.53779814491909,7.0807279476521,5.65701294124541,0.203623635545434,0.0209185093543448,0.667583556048995
"267","chr9",42965245,42965645,401,"*",6.14115567608478,6.66123396634192,5.31994534856705,0.20645874131145,0.0212412625090816,0.67534485932432
"268","chr2",127407909,127408309,401,"*",5.81805659374327,4.97897819107356,6.34512638261129,-0.204957283762193,0.0213987425036385,0.677813153408162
"269","chr5",168813590,168813990,401,"*",5.85364288964531,6.34615809948198,5.10000102633476,0.209975754369089,0.0216584642990207,0.683489603845305
"270","chr7",155312599,155312999,401,"*",5.54262282482595,6.02539482884816,4.81183288516227,0.211181248473086,0.0218752629728771,0.687774471765755
"271","chr2",70124059,70124459,401,"*",7.19546261494608,6.27354809966893,7.75342832196703,-0.197264539709513,0.0220792710762703,0.691627055964791
"272","chr9",136721736,136722136,401,"*",6.47881204123126,6.94344243318232,5.78923646080986,0.213319499566371,0.0222702643788526,0.694945105619482
"273","chr1",149162418,149162818,401,"*",5.60702396119245,6.10206969787199,4.84736165560953,0.207386571456814,0.0223489237641793,0.694945105619482
"274","chr10",24951979,24952379,401,"*",6.90251865674702,6.00198395086194,7.45274148702385,-0.196517415383854,0.0227510218992052,0.700133503531251
"275","chr2",156132162,156132562,401,"*",6.28931671303824,6.7595605785139,5.58716872523106,0.210711610890141,0.0227798868441993,0.700133503531251
"276","chr19",47112608,47113008,401,"*",7.41006629482814,6.43446129545805,7.98680459211898,-0.191465557108433,0.0228454709966437,0.700133503531251
"277","chr4",141290787,141291187,401,"*",4.57060719963998,5.19334384201902,3.45096127920456,0.182662219122592,0.0228482672152607,0.700133503531251
"278","chr7",6577421,6577821,401,"*",6.02565793870234,5.32887301491039,6.49351589227384,-0.210688623243519,0.0229941765123818,0.700133503531251
"279","chr14",31038747,31039147,401,"*",6.4580409965613,6.92497132174719,5.76333344414158,0.210712087394679,0.0230106311091082,0.700133503531251
"280","chr7",128105139,128105539,401,"*",5.60380769013619,6.07958483687636,4.88911014239988,0.208165285827973,0.0233050184515768,0.70518710707045
"281","chrX",40173999,40174399,401,"*",5.52308483629097,4.57989240687706,6.08860328634809,-0.1919717129218,0.0233568954348339,0.70518710707045
"282","chr15",89633973,89634373,401,"*",5.29446167206624,5.79274120502393,4.52705350751333,0.203796374732746,0.0234259352331095,0.70518710707045
"283","chr15",64217071,64217471,401,"*",5.92616368013787,6.40094362135018,5.2137394544792,0.207152820543164,0.0237259286702393,0.707766745442432
"284","chr20",63657918,63658318,401,"*",6.39513588018681,5.59272600007701,6.90772628050347,-0.200306402079841,0.0237350536644904,0.707766745442432
"285","chr7",127346827,127347227,401,"*",5.44602734387389,5.93232627840959,4.70702478000282,0.204950301079638,0.0237617531453756,0.707766745442432
"286","chr16",30065037,30065437,401,"*",6.77374894822436,5.9556800167346,7.29258554507047,-0.198307824368475,0.0240320342552263,0.710633369190674
"287","chr17",41695267,41695667,401,"*",5.95406113540074,6.4088091962663,5.28623984764865,0.210088191750222,0.0240552717463085,0.710633369190674
"288","chr21",46296996,46297396,401,"*",5.87966303926287,6.33849745686844,5.20290410688761,0.209254149502085,0.0241091306781616,0.710633369190674
"289","chr12",53006519,53006919,401,"*",6.8457059299632,5.99131147611974,7.37867370745372,-0.194362291299935,0.02451987573755,0.710846434212189
"290","chr20",32538370,32538770,401,"*",6.40296023944535,5.59334621997526,6.91843606167228,-0.197461509117167,0.0245545922015665,0.710846434212189
"291","chr6",136250370,136250770,401,"*",6.25783183331501,6.70414235018072,5.60821304844437,0.210383874351796,0.0245792672812284,0.710846434212189
"292","chr4",959222,959622,401,"*",5.23927336210749,5.73926093312238,4.46775006472703,0.200067602053553,0.0246175331968129,0.710846434212189
"293","chr8",15701749,15702149,401,"*",6.90429205235571,7.42731459265706,6.07559464513104,0.195804159802141,0.0246195871120993,0.710846434212189
"294","chr9",4799761,4800161,401,"*",6.5948561745433,7.0751670630991,5.86975768879158,0.203593665954127,0.0246435564690778,0.710846434212189
"295","chr8",55995963,55996363,401,"*",6.70338691236809,7.2012850060966,5.93689547459577,0.199836187732921,0.0248308201889323,0.710846434212189
"296","chr20",30289913,30290313,401,"*",6.34623471851712,5.46890876656766,6.88787295584853,-0.191863814159424,0.0248571132130369,0.710846434212189
"297","chr11",117160823,117161223,401,"*",6.20643784108309,6.66212106889334,5.53657827394013,0.207738308376196,0.0248699954012275,0.710846434212189
"298","chr1",146409915,146410315,401,"*",7.92024515676038,8.46389878720133,7.03751630518968,0.190948195538686,0.0250307860702553,0.713041419296635
"299","chr2",212974720,212975120,401,"*",5.49423008165131,5.96733626049208,4.78560996770155,0.203523248641638,0.025196195168608,0.715352845439176
"300","chr17",40647796,40648196,401,"*",6.5532843731589,5.74028803724384,7.07010794924794,-0.194468138989894,0.0255527257644814,0.716206573512787
"301","chr3",195178893,195179293,401,"*",6.24684759962703,4.75445952724285,6.96456351334586,-0.154574913939264,0.0255581446655365,0.716206573512787
"302","chr18",59957957,59958357,401,"*",5.7143972237474,6.19572831776861,4.98694336299741,0.200610792008582,0.0256738170310879,0.716206573512787
"303","chr18",968215,968615,401,"*",7.08833578388705,7.59139227322069,6.30937666488609,0.196274492021479,0.0258003318307,0.716206573512787
"304","chr6",26196180,26196580,401,"*",6.5208857463141,6.99103693273525,5.81894662141575,0.202469104584947,0.0258052308185808,0.716206573512787
"305","chr4",6679438,6679838,401,"*",5.50514851486747,5.99138990749161,4.76628047750798,0.199325253129714,0.0258140664188275,0.716206573512787
"306","chr2",32479997,32480397,401,"*",6.45600420666672,6.93105926760385,5.74295330722791,0.20120115906908,0.0259227496436437,0.716206573512787
"307","chr5",99544246,99544646,401,"*",4.83601705287615,5.40094362135018,3.89450752863426,0.18376661821746,0.026201674769951,0.716206573512787
"308","chr10",20955291,20955691,401,"*",5.50632103017753,6.00322910018596,4.74220510955601,0.196254238903071,0.0262170680291943,0.716206573512787
"309","chr10",117428499,117428899,401,"*",5.95053851766759,6.42510980378384,5.23858931010724,0.200398560485508,0.0262489143031026,0.716206573512787
"310","chr17",78258446,78258846,401,"*",7.00093370520368,6.06939892041798,7.56233289456991,-0.184378873983148,0.026281321956726,0.716206573512787
"311","chr2",10161454,10161854,401,"*",5.45414856911717,5.93134546409539,4.7362055181428,0.199637295279798,0.0263805881710628,0.716206573512787
"312","chr9",83979985,83980385,401,"*",6.73388228201505,5.84439648359475,7.28004186433747,-0.186752328267951,0.0264438658879442,0.716206573512787
"313","chr2",108933634,108934034,401,"*",5.66973618340955,6.13302198323405,4.98314866077401,0.202163828158254,0.0264443974089488,0.716206573512787
"314","chr1",108140184,108140584,401,"*",5.86393625511355,6.31968375915393,5.193936437824,0.203532234747006,0.0264917969234321,0.716206573512787
"315","chr1",148334416,148334816,401,"*",7.85286239865566,8.39746198825373,6.96758799625176,0.185958705369072,0.0268348960152737,0.721867422690191
"316","chr15",68818759,68819159,401,"*",6.77959252855327,5.91914620385071,7.31486702234638,-0.187643882232817,0.026871257576876,0.721867422690191
"317","chr6",26225170,26225570,401,"*",5.65115718153221,6.13401697793709,4.92016362242602,0.196629214005924,0.0271202021255232,0.726256769222608
"318","chr5",36744320,36744720,401,"*",5.96974092487215,5.29188686851373,6.42907351047287,-0.200966873416339,0.0273205962888798,0.72732894954191
"319","chr13",99200448,99200848,401,"*",6.04279722626812,5.27296750930823,6.54208268993122,-0.193129045439744,0.0273670644024136,0.72732894954191
"320","chr3",139312824,139313224,401,"*",5.77845095299875,5.09035855639172,6.24241443377367,-0.199573188934811,0.0275222247322743,0.72732894954191
"321","chr6",36954225,36954625,401,"*",6.82668100466102,7.30635672247002,6.10304617467171,0.196365356488602,0.0275292199346164,0.72732894954191
"322","chr11",62545911,62546311,401,"*",6.14113702233272,5.41733283823502,6.62088628064687,-0.196319679591749,0.0275886349101773,0.72732894954191
"323","chrX",47936573,47936973,401,"*",6.34588997840352,6.83169882313377,5.6080326163489,0.194493968785237,0.027778444972885,0.727612537924704
"324","chr4",141332344,141332744,401,"*",6.18432984645618,6.65498046372861,5.48126468016087,0.197277431585871,0.0278519744001387,0.727612537924704
"325","chr5",179609183,179609583,401,"*",5.8292939778815,6.27251577743674,5.18625525772428,0.202439768568032,0.0280466719477183,0.727612537924704
"326","chr17",58658922,58659322,401,"*",8.67656757829593,9.27454403303008,7.63680617228929,0.172790578230068,0.0281435202390177,0.727612537924704
"327","chr9",129488576,129488976,401,"*",6.12687043473245,5.36578189318722,6.62251345704802,-0.191850623609973,0.0281762658150063,0.727612537924704
"328","chr2",197932686,197933086,401,"*",6.31796341428118,5.44922050260461,6.85637859516744,-0.183487590715818,0.0283258625535973,0.727612537924704
"329","chr7",98360829,98361229,401,"*",6.17698122924985,6.6251497196132,5.52338297081981,0.200686222728325,0.0283357486829105,0.727612537924704
"330","chr3",138945996,138946396,401,"*",5.95755615252423,5.19416182060924,6.45416303455803,-0.191218501470845,0.0283782711465678,0.727612537924704
"331","chr22",24091764,24092164,401,"*",5.74929156805305,6.22502131582868,5.0347021921103,0.19484649155944,0.0284428806254768,0.727612537924704
"332","chr22",42462094,42462494,401,"*",6.12734317034657,6.58767291928272,5.44729340826988,0.197915205599093,0.0284565157958537,0.727612537924704
"333","chr8",36559351,36559751,401,"*",5.01704669077803,5.56473154388137,4.12342688780177,0.180625922928941,0.0286863180347445,0.731285747137976
"334","chr17",44171910,44172310,401,"*",5.75713317186986,6.20519825672313,5.10375681459189,0.199383634874677,0.0289675401789134,0.736243858020348
"335","chr12",132620237,132620637,401,"*",6.10535945549602,6.55603077762318,5.44637498163471,0.197912525723149,0.0293207508126202,0.738455880979938
"336","chr4",41806795,41807195,401,"*",5.40753199287412,5.90850520604848,4.6336264360262,0.187771229743387,0.0293983910860989,0.738455880979938
"337","chr11",7080910,7081310,401,"*",5.61622322241449,6.06925031066336,4.95214199787585,0.197395463022136,0.0293994710312904,0.738455880979938
"338","chr17",8173095,8173495,401,"*",8.38324387638724,8.95565991790406,7.42024157940446,0.17456080763381,0.0294025312488184,0.738455880979938
"339","chr6",108562640,108563040,401,"*",6.36000353455417,6.80681025202177,5.70932354468989,0.19826130638437,0.0295558319919202,0.739391888620333
"340","chr15",99312191,99312591,401,"*",5.66011420850951,6.15483541895144,4.90122598892033,0.18834957601134,0.0296592613067327,0.739391888620333
"341","chr5",142325938,142326338,401,"*",6.53503448855223,5.81986038228618,7.01102039395514,-0.19197129610897,0.0297795147739794,0.739391888620333
"342","chr19",13847259,13847659,401,"*",6.6896977913506,5.89460153875033,7.19933818138585,-0.185277956870242,0.0298671895064626,0.739391888620333
"343","chr12",72465909,72466309,401,"*",6.28970847963182,6.8069439464029,5.47567624915014,0.183629047092163,0.0298752995402019,0.739391888620333
"344","chr12",57514860,57515260,401,"*",5.94007307608281,6.37372064770215,5.31715438521272,0.199092701889397,0.0304596608675023,0.75114097325521
"345","chr19",58228744,58229144,401,"*",5.88892462099255,5.17349243907409,6.36502353624254,-0.190190840237298,0.03060694807324,0.75114097325521
"346","chr2",201220076,201220476,401,"*",6.62441488652657,7.09141999212709,5.92954002786206,0.191416461892757,0.0308060694128588,0.75114097325521
"347","chr3",158716786,158717186,401,"*",6.22712845053034,6.67605316532191,5.57190586371857,0.19479997406001,0.0309326061466075,0.75114097325521
"348","chr14",22715256,22715656,401,"*",6.16515609151234,6.64641039611401,5.43787970840156,0.188161403902666,0.0309610456135476,0.75114097325521
"349","chr17",45499245,45499645,401,"*",5.35423926075503,5.84535142424413,4.60392009874238,0.185975754739445,0.03107343799116,0.75114097325521
"350","chrX",13647610,13648010,401,"*",6.5479268286827,7.00864755624471,5.86701482280889,0.192127597961741,0.0310770148290141,0.75114097325521
"351","chr2",12852157,12852557,401,"*",6.09462249349969,6.54115159445438,5.44453637247665,0.194763926676825,0.0311929056540903,0.75114097325521
"352","chr5",170087411,170087811,401,"*",5.52989896651534,6.01474043556244,4.79429828505502,0.186857947306199,0.0312576109058004,0.75114097325521
"353","chr18",33469729,33470129,401,"*",5.74356660299459,6.22495461089071,5.01598118127884,0.187445348972293,0.0312710315419998,0.75114097325521
"354","chr6",27633186,27633586,401,"*",5.95802013731546,6.39154990123861,5.3353464527112,0.197308357560057,0.0313233483958469,0.75114097325521
"355","chrX",78139068,78139468,401,"*",5.9307230313819,6.37414178105402,5.28726605170006,0.194504033359358,0.0316365102955381,0.756513622250206
"356","chr9",133348042,133348442,401,"*",6.39591009641062,5.6401922157316,6.88929959781419,-0.183643063896572,0.0320869384738047,0.765129271640808
"357","chr1",89125502,89125902,401,"*",5.083824102251,5.59437932765155,4.28646536308938,0.179468464969966,0.0325581419702168,0.77419066438423
"358","chr4",48729195,48729595,401,"*",6.35904103858764,6.79337111784757,5.73470171374544,0.194358806498748,0.0326934923431664,0.775237587992011
"359","chr17",3916959,3917359,401,"*",5.59974261400259,4.83038408595418,6.09883252953001,-0.180994846086343,0.0328644881123289,0.77712155873415
"360","chr15",34366843,34367243,401,"*",5.70562763791424,5.06947321955516,6.14559565019842,-0.192176975140131,0.0332118454301648,0.782848279823736
"361","chr17",4948904,4949304,401,"*",5.76011157991372,4.97897819107356,6.26406122382671,-0.179200264896331,0.0332911095554681,0.782848279823736
"362","chr4",122749775,122750175,401,"*",6.92479182084246,6.13387487784358,7.4327369989117,-0.178103427094245,0.0334238575655016,0.783798693020837
"363","chr11",124667595,124667995,401,"*",6.82175828543122,7.30163388583198,6.09766308554544,0.182839052714474,0.0337589560564912,0.789475972351388
"364","chr1",149636706,149637106,401,"*",7.88298198712203,8.41919356044287,7.02006710726121,0.171556186301032,0.0339878468188134,0.792645141881612
"365","chr16",2980880,2981280,401,"*",6.70783810403979,5.93159073019402,7.20977798727033,-0.177167847338611,0.0345096895415593,0.796008693630941
"366","chr10",94299391,94299791,401,"*",5.759642182877,6.21601667022295,5.08827324998911,0.185927546435109,0.0346590629247011,0.796008693630941
"367","chrX",66005870,66006270,401,"*",6.10238113611758,5.3651767392403,6.58791029520771,-0.179911378133025,0.0347766410754068,0.796008693630941
"368","chrX",48786913,48787313,401,"*",5.56383948211809,4.83213680274428,6.04700488383584,-0.180323026382156,0.034819714180397,0.796008693630941
"369","chr2",98734926,98735326,401,"*",5.08623621949017,5.57926637482162,4.33137212493493,0.178047246150041,0.0349560723600894,0.796008693630941
"370","chr14",65302064,65302464,401,"*",5.97390840334975,6.4264446837309,5.31089122526774,0.185854119275836,0.0350709227936499,0.796008693630941
"371","chr17",27156075,27156475,401,"*",5.31918750698766,5.81756194430268,4.55155112713915,0.176836130935037,0.0350861720789842,0.796008693630941
"372","chr16",22282290,22282690,401,"*",6.23795237430945,6.69072168958171,5.57443013143347,0.185703412100505,0.0351359452081752,0.796008693630941
"373","chr10",11165391,11165791,401,"*",6.07822291928015,5.39988040271642,6.53777752634447,-0.184444562440366,0.0351663250265167,0.796008693630941
"374","chr22",50270564,50270964,401,"*",5.02866454764828,4.23357230657552,5.53830331383409,-0.174140408416391,0.0353368351856661,0.796008693630941
"375","chr6",26141514,26141914,401,"*",6.66349738783721,7.15424005225278,5.91405146731818,0.177571216988662,0.0353799653491811,0.796008693630941
"376","chr15",63192373,63192773,401,"*",6.3317615681769,6.75919212641397,5.72168892600933,0.190667756148886,0.0354236913946558,0.796008693630941
"377","chr16",24986792,24987192,401,"*",7.8817232122524,8.43480739369328,6.97333787573257,0.165422548234782,0.0355410702700181,0.796008693630941
"378","chr1",148522676,148523076,401,"*",8.4239018550216,8.99650128704324,7.46036782768097,0.16168982319434,0.0355913668650349,0.796008693630941
"379","chr13",27251561,27251961,401,"*",6.11485633676149,5.4014159115697,6.59008231903865,-0.180255605832863,0.0356874042388265,0.796008693630941
"380","chr1",181905986,181906386,401,"*",5.65708382598943,6.11231684700346,4.98820604894024,0.184091485578844,0.0357112181713792,0.796008693630941
"381","chr8",96878530,96878930,401,"*",6.18277395503892,6.62545297107194,5.54088701237723,0.186770467169682,0.0357270244635194,0.796008693630941
"382","chr13",50909986,50910386,401,"*",5.50641591301049,4.80569565010431,5.97602586536482,-0.181082300269556,0.0358811832453606,0.796008693630941
"383","chr9",95511171,95511571,401,"*",6.40556535368473,5.65418804160373,6.89712483129738,-0.176230036166922,0.036115539903488,0.796008693630941
"384","chr6",4942175,4942575,401,"*",5.94952439961214,6.37354012434089,5.3464360684245,0.190128379459198,0.0362034986228213,0.796008693630941
"385","chr15",90649656,90650056,401,"*",5.60953462680959,4.88293199097485,6.09049729728526,-0.178183920533627,0.0362196550784214,0.796008693630941
"386","chr1",1308730,1309130,401,"*",6.00462054481761,5.36469243325271,6.44637498163471,-0.186169217702051,0.0362717561180529,0.796008693630941
"387","chr6",12009082,12009482,401,"*",6.70736318672605,5.99162517602719,7.18359598501734,-0.178944146584714,0.0362887695176315,0.796008693630941
"388","chr19",10502878,10503278,401,"*",6.75478865153257,5.92038252326568,7.28004186433747,-0.168614283521484,0.0367084195593841,0.801344929258621
"389","chr17",27180765,27181165,401,"*",5.14972585342473,5.64049232204337,4.40022369881747,0.175171594453901,0.0367771888356579,0.801344929258621
"390","chr21",46297795,46298195,401,"*",5.66817859180994,6.11325414488975,5.02119601145379,0.184126490742678,0.0369821580432885,0.801344929258621
"391","chr7",47482192,47482592,401,"*",5.90217690532071,6.34701648220718,5.25569724533809,0.183925400563613,0.0370367635429805,0.801344929258621
"392","chr6",26188637,26189037,401,"*",7.9988000788898,8.50691739450235,7.20745953025828,0.171229709333317,0.0370584849398936,0.801344929258621
"393","chr5",177482421,177482821,401,"*",5.61341587208557,6.06813524929113,4.94565703655547,0.181993760184126,0.037098428224601,0.801344929258621
"394","chr21",19433602,19434002,401,"*",7.07096749349924,7.5409104751103,6.36949742294318,0.177899400981836,0.0375605792036896,0.801692538890962
"395","chr11",33320981,33321381,401,"*",5.75687514780928,6.18489328413228,5.14559565019842,0.186747641241059,0.0376020900749393,0.801692538890962
"396","chr12",54018652,54019052,401,"*",6.70319043780856,5.8837772695461,7.22255883026549,-0.167999244037544,0.0376953709114782,0.801692538890962
"397","chrX",114049136,114049536,401,"*",5.49929174716358,5.9792154922232,4.77508562893309,0.175358527469561,0.0377566325067285,0.801692538890962
"398","chr21",45175849,45176249,401,"*",5.40463008739195,5.90626065055401,4.62913264464701,0.171000640163467,0.038048182913032,0.801692538890962
"399","chr22",46456112,46456512,401,"*",5.72284280993915,6.16541115257145,5.08119054840132,0.182810742835762,0.0380906360611608,0.801692538890962
"400","chr11",43869097,43869497,401,"*",5.51241719675693,5.96781466814309,4.84318090692736,0.17983068718301,0.0381345923722321,0.801692538890962
